,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Appliances
10,70.0,19.926666666666698,45.8633333333333,19.356666666666698,44.4,19.79,44.9,18.89,46.43,17.1,55.0,6.19,87.8666666666667,17.2475,42.7175,18.1,48.59,17.0,45.29,5.96666666666667,734.366666666667,91.3333333333333,5.66666666666667,40.0,4.633333333333329,10.298728744965047,10.298728744965047,230.0
11,60.0,20.066666666666695,46.3966666666667,19.426666666666698,44.4,19.79,44.826666666666696,19.0,46.43,17.1,55.0,6.1233333333333295,87.9933333333333,17.53,44.2633333333333,18.066666666666695,48.633333333333304,16.89,45.29,5.98333333333333,734.4333333333329,91.1666666666667,5.8333333333333295,40.0,4.61666666666667,8.827837626449766,8.827837626449766,580.0
12,50.0,20.1333333333333,48.0,19.566666666666695,44.4,19.89,44.9,19.0,46.3633333333333,17.1,55.09,6.1233333333333295,88.59,17.823333333333302,45.493333333333304,18.066666666666695,48.56,16.963333333333303,45.29,6.0,734.5,91.0,6.0,40.0,4.6,34.35114233288914,34.35114233288914,430.0
13,40.0,20.26,52.726666666666695,19.73,45.1,19.89,45.493333333333304,19.0,47.2233333333333,17.1,55.1633333333333,6.0675,88.215,17.963333333333303,46.16,18.033333333333296,48.6666666666667,16.89,45.326666666666696,6.0,734.616666666667,90.5,6.0,40.0,4.51666666666667,19.205185910686847,19.205185910686847,250.0
14,10.0,20.426666666666698,55.8933333333333,19.856666666666698,45.8333333333333,20.033333333333296,47.5266666666667,19.0,48.6966666666667,17.1,55.5,5.9,88.1566666666667,17.963333333333303,45.5333333333333,18.1,49.1933333333333,16.89,45.345,6.0,734.733333333333,90.0,6.0,40.0,4.43333333333333,38.49207099992781,38.49207099992781,100.0
15,10.0,20.566666666666695,53.8933333333333,20.033333333333296,46.756666666666696,20.1,48.4666666666667,19.0,48.49,17.15,56.0425,5.8,88.3666666666667,17.89,44.9266666666667,18.15,49.2,16.89,45.326666666666696,6.0,734.85,89.5,6.0,40.0,4.35,24.884962104260918,24.884962104260918,100.0
16,10.0,20.73,52.66,20.1666666666667,47.2233333333333,20.2,48.53,18.926666666666698,48.1566666666667,17.1666666666667,56.49,5.72666666666667,88.15999999999998,17.760000000000005,44.2666666666667,18.23,49.633333333333304,16.89,45.29,6.0,734.966666666667,89.0,6.0,40.0,4.26666666666667,35.88092541322113,35.88092541322113,90.0
17,30.0,20.856666666666698,53.66,20.2,47.0566666666667,20.2,48.4475,18.89,47.9633333333333,17.2,56.9333333333333,5.526666666666669,87.29999999999998,17.7,43.726666666666695,18.356666666666698,50.0266666666667,16.89,45.29,6.0,735.083333333333,88.5,6.0,40.0,4.18333333333333,49.59530474152416,49.59530474152416,70.0
18,30.0,20.89,51.1933333333333,20.2,46.33,20.2,48.1933333333333,18.963333333333296,48.63,17.2,57.06,5.3333333333333295,86.76,17.6666666666667,43.16,18.533333333333296,50.2,16.89,45.2,6.0,735.2,88.0,6.0,40.0,4.1,19.00175897171721,19.00175897171721,80.0
19,40.0,20.89,49.8,20.2,46.0266666666667,20.1666666666667,47.633333333333304,19.033333333333296,49.5,17.5933333333333,70.7266666666667,5.3333333333333295,87.4633333333333,17.6,42.6933333333333,18.6666666666667,50.26,16.89,45.2,6.0,735.233333333333,87.8333333333333,6.0,40.0,4.06666666666667,38.872261065989726,38.872261065989726,140.0
20,20.0,20.89,48.4333333333333,20.2,45.7225,20.1666666666667,47.3,19.175,49.9475,18.066666666666695,79.0,5.46666666666667,87.53,17.6,42.3333333333333,18.73,50.23,16.89,45.1266666666667,6.0,735.266666666667,87.6666666666667,6.0,40.0,4.03333333333333,46.73526155529544,46.73526155529544,120.0
21,40.0,20.963333333333296,47.633333333333304,20.26,45.53,20.2,47.0266666666667,19.26,49.6966666666667,17.6666666666667,79.73,5.5,86.9566666666667,17.533333333333303,42.06666666666669,18.856666666666698,50.29,16.89,45.1266666666667,6.0,735.2999999999998,87.5,6.0,40.0,4.0,10.607126064132899,10.607126064132899,190.0
22,40.0,21.033333333333296,47.063333333333304,20.29,45.2233333333333,20.26,46.826666666666696,19.323333333333295,49.1666666666667,17.6,79.2566666666667,5.56,86.5633333333333,17.6333333333333,43.633333333333304,18.89,50.1633333333333,16.89,45.06,6.0,735.333333333333,87.3333333333333,6.0,40.0,3.9666666666666694,32.583688304293894,32.583688304293894,110.0
23,40.0,21.1,46.5966666666667,20.356666666666698,44.9633333333333,20.29,46.633333333333304,19.39,48.4266666666667,17.5666666666667,78.3933333333333,5.6233333333333295,86.33,17.760000000000005,43.633333333333304,18.963333333333296,50.03,16.89,45.0,6.0,735.366666666667,87.1666666666667,6.0,40.0,3.9333333333333296,6.277754798065871,6.277754798065871,110.0
24,30.0,21.1333333333333,46.06,20.426666666666698,44.76,20.29,46.4333333333333,19.39,48.1933333333333,17.760000000000005,82.45999999999998,5.763333333333329,86.0633333333333,17.856666666666698,43.46,19.0,49.76,16.89,44.9666666666667,6.0,735.4,87.0,6.0,40.0,3.9,13.361033436376598,13.361033436376598,110.0
25,20.0,21.2,45.8,20.5,44.76,20.39,46.2233333333333,19.39,47.8,18.356666666666698,82.59,5.656666666666669,85.59,17.79,43.4,19.066666666666695,49.7,16.89,44.9,5.93333333333333,735.466666666667,87.1666666666667,6.0,40.0,3.86666666666667,19.305704627186053,19.305704627186053,110.0
26,30.0,21.29,45.9,20.533333333333296,45.09,20.39,46.09,19.39,47.56,18.356666666666698,70.99,5.53,85.73,17.89,43.79,19.1333333333333,49.633333333333304,16.89,44.79,5.86666666666667,735.533333333333,87.3333333333333,6.0,40.0,3.8333333333333295,0.6695166579447688,0.6695166579447688,100.0
27,20.0,21.356666666666698,45.826666666666696,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43,5.43333333333333,86.32666666666668,17.89,43.79,19.2,49.4333333333333,16.89,44.79,5.8,735.6,87.5,6.0,40.0,3.8,19.119397853501138,19.119397853501138,100.0
28,20.0,21.39,45.69,20.7,45.06,20.39,46.09,19.426666666666698,47.993333333333304,18.6666666666667,59.03,5.5,86.59999999999998,17.89,43.7,19.23,49.4,16.89,44.7,5.73333333333333,735.6666666666669,87.6666666666667,6.0,40.0,3.7666666666666706,43.4845422860235,43.4845422860235,100.0
29,20.0,21.5,45.3333333333333,20.7,44.9333333333333,20.39,46.06,19.566666666666695,48.4666666666667,18.823333333333295,56.726666666666695,5.59,86.46666666666668,17.864999999999995,43.57,19.29,49.326666666666696,16.89,44.7,5.66666666666667,735.733333333333,87.8333333333333,6.0,40.0,3.7333333333333294,17.017449834384024,17.017449834384024,100.0
30,20.0,21.5,45.1266666666667,20.79,44.633333333333304,20.39,46.0,19.6666666666667,48.0933333333333,18.963333333333296,55.3333333333333,5.59,86.325,17.79,43.4,19.29,49.1633333333333,16.823333333333302,44.59,5.6,735.7999999999998,88.0,6.0,40.0,3.7,24.10400577355176,24.10400577355176,110.0
31,20.0,21.533333333333296,44.9666666666667,20.79,44.36,20.426666666666698,45.9333333333333,19.6,47.5,19.033333333333296,54.0933333333333,5.656666666666669,86.2266666666667,17.79,43.2233333333333,19.356666666666698,49.03,16.823333333333302,44.53,5.65,735.8833333333331,87.8333333333333,6.1666666666666705,40.0,3.7166666666666694,29.97829127125442,29.97829127125442,400.0
32,20.0,21.6,44.7666666666667,20.89,44.2233333333333,20.5,45.9333333333333,19.696666666666697,47.6266666666667,19.1,53.366666666666696,5.8333333333333295,85.7666666666667,17.79,43.03,19.39,48.8633333333333,16.89,44.59,5.7,735.966666666667,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294,24.6770653524436,24.6770653524436,400.0
33,30.0,21.6,44.56,20.963333333333296,43.9633333333333,20.5,45.79,20.0966666666667,47.5666666666667,19.158333333333296,52.4725,5.9,85.0333333333333,17.79,42.76,19.39,48.8633333333333,16.89,44.5225,5.75,736.0499999999998,87.5,6.5,40.0,3.75,9.310880070552226,9.310880070552226,390.0
34,20.0,21.6,44.36,21.0,43.8333333333333,20.5,45.73,20.5966666666667,47.2233333333333,19.2,51.99,6.0,84.1266666666667,17.79,42.6266666666667,19.34,48.95,16.823333333333302,44.4333333333333,5.8,736.1333333333331,87.3333333333333,6.6666666666666705,40.0,3.7666666666666706,41.36866593034937,41.36866593034937,240.0
35,20.0,21.6,44.2,21.0,43.7,20.5,45.59,20.9966666666667,47.03,19.2225,51.52,6.0,84.06,17.7,42.6266666666667,19.29,49.23,16.89,44.5,5.85,736.216666666667,87.1666666666667,6.8333333333333295,40.0,3.7833333333333297,33.42333690961823,33.42333690961823,60.0
36,20.0,21.6,44.2,21.0,43.59,20.4175,45.545,21.1666666666667,46.5266666666667,19.29,51.23,5.96666666666667,84.79,17.7,42.76,19.356666666666698,49.43,16.89,44.5,5.9,736.2999999999998,87.0,7.0,40.0,3.8,39.711993036326014,39.711993036326014,60.0
37,20.0,21.6,44.2,21.0,43.59,20.39,45.6633333333333,21.033333333333296,46.4,19.29,51.06,5.9,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667,5.8,736.4,87.8333333333333,6.8333333333333295,37.0,3.85,5.397181294392793,5.397181294392793,60.0
38,10.0,21.6,44.2,21.0,43.7,20.29,45.73,20.963333333333296,46.4333333333333,19.29,50.9333333333333,5.763333333333329,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26,5.7,736.5,88.6666666666667,6.6666666666666705,34.0,3.9,36.1855473020114,36.1855473020114,50.0
39,20.0,21.5,44.23,20.926666666666698,43.76,20.29,45.79,20.865,46.5675,19.29,50.8633333333333,5.6233333333333295,86.5933333333333,17.7,43.4,19.39,50.4633333333333,16.89,45.4333333333333,5.6,736.6,89.5,6.5,31.0,3.95,20.563721482176334,20.563721482176334,70.0
40,20.0,21.5,44.3633333333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666666666668,17.7,43.4666666666667,19.39,50.7233333333333,16.89,45.56,5.5,736.7,90.3333333333333,6.3333333333333295,28.0,4.0,41.04731470579282,41.04731470579282,60.0
41,20.0,21.39,44.4333333333333,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333,5.59,87.8966666666667,17.7,43.6266666666667,19.39,50.9633333333333,16.89,45.6266666666667,5.4,736.7999999999998,91.1666666666667,6.1666666666666705,25.0,4.05,32.35300969099625,32.35300969099625,40.0
42,10.0,21.39,44.56,20.79,43.8633333333333,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53,5.59,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811447099,39.14663811447099,40.0
43,20.0,21.29,44.826666666666696,20.7,44.0,20.2,45.59,20.566666666666695,46.9333333333333,19.2,50.5,5.53,89.0266666666667,17.7,43.9333333333333,19.463333333333296,51.5,16.89,45.79,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,27.65181558206677,27.65181558206677,30.0
44,20.0,21.29,44.9666666666667,20.6333333333333,44.0,20.1666666666667,45.5,20.5,47.133333333333304,19.2,50.4333333333333,5.53,89.4,17.760000000000005,44.3333333333333,19.39,51.56,16.89,45.8633333333333,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,26.485979009885344,26.485979009885344,40.0
45,20.0,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.3633333333333,5.53,89.19333333333331,17.79,44.9633333333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.467811584472656,39.467811584472656,50.0
46,10.0,21.2,45.09,20.6,44.09,20.1,45.5,20.426666666666698,47.23,19.1,50.29,5.4,89.4,17.79,45.2233333333333,19.39,52.0,16.89,45.9666666666667,5.16666666666667,737.2999999999998,92.0,6.0,34.0,3.9666666666666694,1.1665601166896522,1.1665601166896522,310.0
47,20.0,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.066666666666695,50.26,5.2,88.98999999999998,17.79,45.326666666666696,19.356666666666698,52.09,16.89,46.03,5.133333333333329,737.4,92.0,6.0,37.0,3.9333333333333296,23.861503251828253,23.861503251828253,380.0
48,20.0,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19.0,50.1266666666667,4.866666666666669,89.0633333333333,17.79,45.425,19.29,52.1633333333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.61568693351001,36.61568693351001,380.0
49,20.0,21.0,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19.0,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.6333333333331,92.0,5.8333333333333295,40.0,3.9166666666666705,34.636577824130654,34.636577824130654,370.0
50,10.0,21.0,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19.0,50.03,5.0,91.43333333333328,17.79,45.73,19.23,52.9,16.89,46.2,5.133333333333329,737.766666666667,92.0,5.66666666666667,40.0,3.9333333333333296,23.88098110677674,23.88098110677674,120.0
51,0.0,20.926666666666698,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19.0,50.03,4.866666666666669,91.26,17.79,45.8633333333333,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384161503,43.06047384161503,50.0
52,0.0,20.89,45.6666666666667,20.23,44.29,20.1333333333333,45.5,21.823333333333295,46.226666666666695,18.926666666666698,50.09,4.72666666666667,91.5933333333333,17.79,45.826666666666696,19.29,53.96,16.89,46.4333333333333,5.16666666666667,738.033333333333,92.0,5.3333333333333295,40.0,3.9666666666666694,21.90485536120832,21.90485536120832,40.0
53,0.0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09,4.46666666666667,91.76,17.79,45.9666666666667,19.29,54.4633333333333,16.89,46.633333333333304,5.18333333333333,738.1666666666669,92.0,5.16666666666667,40.0,3.9833333333333294,12.23986385157332,12.23986385157332,50.0
54,0.0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.533333333333296,45.9333333333333,18.89,50.1725,4.3333333333333295,91.76,17.79,46.0,19.2225,54.7225,16.89,46.826666666666696,5.2,738.2999999999998,92.0,5.0,40.0,4.0,3.533952357247472,3.533952357247472,40.0
55,0.0,20.79,46.2,20.1,44.53,20.125,45.425,21.356666666666698,45.9,18.89,50.2,4.15666666666667,91.8333333333333,17.79,46.0,19.2,54.9666666666667,16.963333333333303,46.9666666666667,5.133333333333329,738.4,92.0,4.8333333333333295,40.0,3.9333333333333296,4.97330800862983,4.97330800862983,50.0
56,0.0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09,4.15666666666667,92.5666666666667,17.89,46.0,19.2,54.9666666666667,17.0,47.23,5.06666666666667,738.5,92.0,4.66666666666667,40.0,3.86666666666667,15.813585359137504,15.813585359137504,50.0
57,0.0,20.7,46.2,20.0,44.4333333333333,20.2,45.5,21.066666666666695,45.9,18.79,50.09,4.3333333333333295,93.53,17.89,46.06,19.2,54.9,17.0,47.3633333333333,5.0,738.6,92.0,4.5,40.0,3.8,25.93171315966174,25.93171315966174,50.0
58,0.0,20.6,46.2,20.0,44.5,20.2,45.5,20.926666666666698,45.9,18.79,50.09,4.3333333333333295,93.32333333333327,17.89,46.09,19.2,54.8633333333333,17.0,47.53,4.93333333333333,738.7,92.0,4.3333333333333295,40.0,3.7333333333333294,33.100253820884966,33.100253820884966,40.0
59,0.0,20.6,46.1266666666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666666667,17.823333333333302,45.9633333333333,19.1333333333333,54.79,17.0,47.6633333333333,4.86666666666667,738.7999999999998,92.0,4.16666666666667,40.0,3.6666666666666705,20.341509359423075,20.341509359423075,40.0
60,0.0,20.566666666666695,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46.0,18.7,50.09,4.06333333333333,92.8666666666667,17.856666666666698,45.9666666666667,19.2,54.9,17.0,47.826666666666696,4.8,738.9,92.0,4.0,40.0,3.6,45.6437962129712,45.6437962129712,30.0
61,0.0,20.5,46.2,19.823333333333295,44.53,20.29,45.4666666666667,20.533333333333296,46.0,18.7,50.09,3.8633333333333297,92.96666666666668,17.856666666666698,45.9666666666667,19.2,54.9666666666667,17.0,47.9,4.81666666666667,739.016666666667,92.1666666666667,4.3333333333333295,40.0,3.6333333333333298,14.680168638005853,14.680168638005853,20.0
62,0.0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.0933333333333,17.89,46.2,19.2,55.09,17.0,48.03,4.8333333333333295,739.1333333333331,92.3333333333333,4.66666666666667,40.0,3.6666666666666705,22.953286312986165,22.953286312986165,20.0
63,0.0,20.426666666666698,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.619733709376305,16.619733709376305,40.0
64,0.0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6566666666667,17.89,46.2,19.2,54.8633333333333,17.0666666666667,48.29,4.86666666666667,739.366666666667,92.6666666666667,5.3333333333333295,40.0,3.7333333333333294,32.54352335352451,32.54352335352451,50.0
65,0.0,20.39,46.3633333333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263333333333329,94.79666666666668,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.3633333333333,4.883333333333329,739.483333333333,92.8333333333333,5.66666666666667,40.0,3.7666666666666706,12.90083903586492,12.90083903586492,50.0
66,0.0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463333333333329,95.03,17.89,46.09,19.1,54.56,17.033333333333303,48.4633333333333,4.9,739.6,93.0,6.0,40.0,3.8,23.927262413781136,23.927262413781136,40.0
67,0.0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.033333333333296,46.29,18.533333333333296,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.033333333333303,48.59,4.91666666666667,739.65,92.6666666666667,5.8333333333333295,40.0,3.7666666666666706,38.315533532295376,38.315533532295376,50.0
68,0.0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.72666666666667,94.8666666666667,17.89,45.73,19.1,54.5,17.033333333333303,48.7666666666667,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40.0,3.7333333333333294,4.212345718406141,4.212345718406141,40.0
69,0.0,20.2,46.4333333333333,19.6,44.59,20.29,45.5,19.926666666666698,46.4666666666667,18.5,50.0,4.8,94.7266666666667,17.89,45.7,19.1,54.5,17.033333333333303,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665018484,43.7660665018484,40.0
70,0.0,20.2,46.56,19.566666666666695,44.7,20.29,45.56,19.856666666666698,46.4666666666667,18.5,50.0,4.8,94.49333333333327,17.89,45.7,19.1,54.4,17.1,49.045,4.96666666666667,739.7999999999998,91.6666666666667,5.3333333333333295,40.0,3.6666666666666705,16.953646892216057,16.953646892216057,40.0
71,0.0,20.1666666666667,46.3633333333333,19.5,44.7,20.29,45.59,19.79,46.4666666666667,18.5,50.0,4.8,94.2266666666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98333333333333,739.85,91.3333333333333,5.16666666666667,40.0,3.6333333333333298,41.97201750939712,41.97201750939712,60.0
72,0.0,20.1,46.3633333333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.334174457937483,17.334174457937483,50.0
73,0.0,20.1,46.5,19.426666666666698,44.73,20.29,45.59,19.7,46.6633333333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.98333333333333,739.966666666667,91.6666666666667,4.8333333333333295,40.0,3.6833333333333296,16.688746539875865,16.688746539875865,50.0
74,0.0,20.033333333333296,46.36,19.39,44.73,20.29,45.59,19.6666666666667,46.6633333333333,18.39,49.9,4.763333333333329,93.5633333333333,17.89,45.59,19.05,54.045,17.1,49.3633333333333,4.96666666666667,740.033333333333,92.3333333333333,4.66666666666667,40.0,3.7666666666666706,23.817562253680084,23.817562253680084,40.0
75,0.0,20.0,46.29,19.39,44.79,20.356666666666698,45.59,19.6,46.59,18.39,49.9,4.763333333333329,94.02333333333327,17.89,45.6266666666667,19.0,54.0,17.1,49.4333333333333,4.95,740.1,93.0,4.5,40.0,3.85,44.60991679225117,44.60991679225117,40.0
76,0.0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.6266666666667,18.39,49.9,4.8333333333333295,94.7266666666667,17.89,45.6266666666667,19.066666666666695,54.0,17.1,49.56,4.93333333333333,740.1666666666669,93.6666666666667,4.3333333333333295,40.0,3.9333333333333296,43.21697353152558,43.21697353152558,40.0
77,0.0,20.0,46.23,19.39,44.79,20.323333333333295,45.59,19.6,46.7,18.39,49.9,4.8333333333333295,95.0,17.89,45.59,19.1,53.9,17.1,49.6266666666667,4.91666666666667,740.233333333333,94.3333333333333,4.16666666666667,40.0,4.01666666666667,19.499477173667398,19.499477173667398,40.0
78,0.0,19.926666666666698,46.23,19.29,44.9,20.323333333333295,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233333333333,19.033333333333296,53.826666666666696,17.1,49.7,4.9,740.2999999999998,95.0,4.0,40.0,4.1,38.86603494174778,38.86603494174778,50.0
79,10.0,19.89,46.23,19.29,44.925,20.323333333333295,45.59,19.5,46.7,18.356666666666698,49.9333333333333,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.826666666666696,4.93333333333333,740.4333333333329,94.6666666666667,4.16666666666667,38.16666666666669,4.1,48.03089986089616,48.03089986089616,70.0
80,0.0,19.89,46.43,19.29,45.0,20.29,45.59,19.426666666666698,46.7,18.29,50.0,5.09,96.03,17.89,45.9666666666667,19.0,53.79,17.1,49.9666666666667,4.96666666666667,740.5666666666668,94.3333333333333,4.3333333333333295,36.3333333333333,4.1,21.73297423869371,21.73297423869371,40.0
81,0.0,19.89,46.6266666666667,19.29,45.1266666666667,20.29,45.59,19.39,46.7,18.29,50.1266666666667,5.0,95.9,17.89,45.9,19.0,53.76,17.1333333333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,35.62573393573984,35.62573393573984,30.0
82,10.0,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.96666666666668,17.89,45.826666666666696,19.0,53.7,17.2,50.0,5.03333333333333,740.833333333333,93.6666666666667,4.66666666666667,32.66666666666669,4.1,19.99971844488755,19.99971844488755,20.0
83,0.0,19.89,46.8633333333333,19.2,45.245,20.29,45.4333333333333,19.29,46.79,18.29,50.23,4.96666666666667,95.93333333333328,17.89,45.7225,19.0,53.875,17.2,50.0,5.06666666666667,740.966666666667,93.3333333333333,4.8333333333333295,30.8333333333333,4.1,16.267607593908902,16.267607593908902,30.0
84,10.0,19.823333333333295,46.8633333333333,19.2,45.3633333333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333333328,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,37.85435740137473,37.85435740137473,40.0
85,10.0,19.856666666666698,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.4266666666667,4.93333333333333,96.09,17.89,45.8633333333333,19.0,54.06,17.2,50.09,5.1,741.216666666667,92.6666666666667,5.0,30.8333333333333,4.05,10.13461275724694,10.13461275724694,50.0
86,20.0,19.79,46.79,19.2,45.326666666666696,20.1666666666667,45.29,19.29,46.5966666666667,18.23,50.8333333333333,4.93333333333333,96.09,17.89,45.52,18.926666666666698,53.8,17.2,49.9633333333333,5.1,741.333333333333,92.3333333333333,5.0,32.66666666666669,4.0,35.55606112349778,35.55606112349778,60.0
87,20.0,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.296666666666695,18.2,51.2666666666667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.7233333333333,5.1,741.45,92.0,5.0,34.5,3.95,6.084596051368862,6.084596051368862,60.0
