ActivePower,ReactivePower,Voltage,Kitchen,Laundry,HVAC
2072.874,189.87,2072.874,3527.0,2332.0,11548.0
3369.478,137.954,3369.478,1409.0,4129.0,12251.0
1313.48,149.344,1313.48,0.0,503.0,10786.0
714.922,122.20200000000001,714.922,0.0,363.0,3562.0
501.74,113.736,501.74,0.0,329.0,1660.0
568.484,108.28,568.484,0.0,331.0,2830.0
518.112,113.204,518.112,0.0,314.0,1924.0
520.774,113.37200000000001,520.774,0.0,340.0,1973.0
517.564,107.62799999999999,517.564,0.0,316.0,1980.0
515.688,107.008,515.688,0.0,340.0,1969.0
819.122,134.99200000000002,819.122,0.0,347.0,4597.0
2090.7,175.68200000000002,2090.7,1476.0,8711.0,9408.0
2660.3320000000003,205.956,2660.3320000000003,5727.0,12109.0,10026.0
1246.5,186.148,1246.5,0.0,1740.0,4700.0
2375.206,171.2,2375.206,1076.0,4761.0,15513.0
1572.132,187.40400000000002,1572.132,2180.0,3385.0,6655.0
1272.612,119.238,1272.612,1093.0,345.0,8631.0
2484.712,243.528,2484.712,4130.0,5422.0,10979.0
3480.636,173.37400000000002,3480.636,4810.0,3420.0,9500.0
1950.668,134.422,1950.668,1403.0,2841.0,12353.0
1290.144,126.71799999999999,1290.144,1350.0,3859.0,5323.0
1793.364,157.52200000000002,1793.364,3485.0,480.0,8607.0
1884.8139999999999,159.326,1884.8139999999999,0.0,3263.0,11036.0
1702.0539999999999,130.208,1702.0539999999999,1106.0,4604.0,5370.0
2028.09,127.068,2028.09,2208.0,359.0,12275.0
2371.0460000000003,241.45,2371.0460000000003,6564.0,7369.0,5856.0
2152.518,144.764,2152.518,1648.0,2686.0,14118.0
2086.228,164.87,2086.228,3745.0,2837.0,11255.0
2142.092,142.83,2142.092,1865.0,4133.0,12335.0
1454.9779999999998,113.82600000000001,1454.9779999999998,353.0,736.0,10462.0
1309.008,119.488,1309.008,1127.0,777.0,8369.0
2968.43,191.024,2968.43,3707.0,5797.0,16382.0
3336.1240000000003,235.972,3336.1240000000003,4630.0,3600.0,9358.0
1416.082,160.966,1416.082,1088.0,344.0,9096.0
1105.14,151.726,1105.14,0.0,3019.0,3697.0
2333.8979999999997,196.518,2333.8979999999997,1122.0,8527.0,13888.0
1590.406,198.696,1590.406,1162.0,460.0,10724.0
1402.394,181.128,1402.394,1094.0,468.0,8217.0
3509.51,231.50400000000002,3509.51,2620.0,7707.0,17682.0
2785.952,202.55200000000002,2785.952,4629.0,5401.0,19509.0
1960.7779999999998,174.33599999999998,1960.7779999999998,1755.0,970.0,16641.0
1642.82,168.76,1642.82,3630.0,1042.0,7637.0
2051.868,172.31799999999998,2051.868,3434.0,420.0,14748.0
1844.078,244.53799999999998,1844.078,1086.0,4277.0,10523.0
1601.14,143.214,1601.14,0.0,5466.0,9166.0
1553.924,138.73,1553.924,1127.0,3111.0,5923.0
1608.816,135.882,1608.816,0.0,485.0,3545.0
1000.92,160.11,1000.92,2667.0,514.0,3801.0
777.3639999999999,148.94,777.3639999999999,209.0,742.0,2572.0
887.482,192.446,887.482,0.0,1112.0,6421.0
537.706,147.812,537.706,0.0,541.0,1818.0
551.0219999999999,151.64,551.0219999999999,0.0,558.0,1988.0
554.268,155.61,554.268,0.0,578.0,2008.0
726.164,171.544,726.164,0.0,1026.0,2893.0
952.39,186.074,952.39,952.0,1305.0,4656.0
1223.734,218.354,1223.734,1532.0,389.0,6199.0
998.2460000000001,165.22400000000002,998.2460000000001,1579.0,355.0,3430.0
1028.6580000000001,149.66,1028.6580000000001,733.0,1605.0,5748.0
822.58,145.64600000000004,822.58,1069.0,360.0,3499.0
1673.656,212.658,1673.656,6575.0,463.0,11129.0
2233.714,267.194,2233.714,4264.0,2287.0,11102.0
1054.566,135.64,1054.566,1402.0,506.0,6005.0
1032.1,135.264,1032.1,1125.0,527.0,6680.0
1264.162,164.736,1264.162,0.0,1469.0,8812.0
1275.4660000000001,163.606,1275.4660000000001,1324.0,1845.0,7163.0
1094.3319999999999,161.928,1094.3319999999999,1772.0,545.0,4756.0
22.738000000000003,2.86,22.738000000000003,0.0,18.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
420.82199999999995,71.718,420.82199999999995,1214.0,500.0,1131.0
1663.858,181.608,1663.858,4005.0,995.0,8546.0
1003.4860000000001,160.092,1003.4860000000001,7.0,1490.0,3754.0
1090.238,150.942,1090.238,1906.0,1725.0,7836.0
998.128,174.74,998.128,2259.0,538.0,3990.0
1563.0520000000001,174.102,1563.0520000000001,2913.0,2493.0,11303.0
2102.104,182.33599999999998,2102.104,3215.0,949.0,10095.0
1643.664,168.918,1643.664,946.0,4935.0,9433.0
1789.2920000000001,181.612,1789.2920000000001,4581.0,2011.0,8777.0
1665.736,183.484,1665.736,3018.0,5631.0,9474.0
707.8839999999999,168.31400000000002,707.8839999999999,946.0,534.0,3261.0
979.154,132.096,979.154,926.0,491.0,6471.0
1441.566,209.172,1441.566,2247.0,1075.0,10408.0
1634.7379999999998,220.67,1634.7379999999998,3612.0,2414.0,8958.0
1467.7820000000002,298.552,1467.7820000000002,3176.0,2417.0,5517.0
904.3919999999999,111.182,904.3919999999999,0.0,408.0,5318.0
1692.944,135.894,1692.944,2213.0,5756.0,9077.0
1231.816,131.188,1231.816,1014.0,2073.0,7687.0
1631.53,171.25799999999998,1631.53,3270.0,3913.0,8116.0
1429.442,167.858,1429.442,4683.0,530.0,7022.0
1968.328,187.532,1968.328,5420.0,1733.0,7611.0
1120.062,117.28,1120.062,0.0,468.0,9060.0
1132.8519999999999,128.916,1132.8519999999999,931.0,3966.0,3984.0
1464.9360000000001,165.878,1464.9360000000001,956.0,3792.0,8119.0
1154.388,135.56,1154.388,955.0,4116.0,4746.0
1614.22,174.588,1614.22,8060.0,586.0,6539.0
1512.2479999999998,174.24,1512.2479999999998,2373.0,2754.0,8628.0
2153.808,219.894,2153.808,4366.0,5534.0,10444.0
1637.4679999999998,151.1,1637.4679999999998,4554.0,473.0,9586.0
1061.34,113.244,1061.34,0.0,1907.0,4332.0
1609.866,147.058,1609.866,2250.0,5948.0,7804.0
938.55,129.586,938.55,935.0,477.0,3552.0
1044.9180000000001,143.18200000000002,1044.9180000000001,0.0,483.0,7664.0
1484.362,166.108,1484.362,3971.0,1250.0,7633.0
2108.026,182.458,2108.026,4985.0,7529.0,8334.0
911.618,223.192,911.618,1585.0,836.0,4533.0
1458.892,255.692,1458.892,4484.0,1027.0,6448.0
1693.638,231.06,1693.638,3329.0,829.0,11663.0
985.002,172.334,985.002,985.0,699.0,3959.0
2148.0460000000003,229.732,2148.0460000000003,2799.0,11440.0,11380.0
1059.8139999999999,226.65599999999998,1059.8139999999999,852.0,596.0,6590.0
1340.8120000000001,239.092,1340.8120000000001,4202.0,1924.0,5983.0
794.654,194.634,794.654,0.0,487.0,5328.0
918.7660000000001,216.416,918.7660000000001,1882.0,475.0,3898.0
927.2719999999999,208.26,927.2719999999999,957.0,857.0,5216.0
1259.0839999999998,231.696,1259.0839999999998,3322.0,2147.0,7054.0
989.6039999999999,251.762,989.6039999999999,2269.0,4011.0,4547.0
2017.7620000000002,307.558,2017.7620000000002,3289.0,4498.0,11108.0
1947.09,239.81400000000002,1947.09,4124.0,5038.0,8734.0
678.4739999999999,180.81,678.4739999999999,0.0,529.0,4241.0
842.36,187.986,842.36,973.0,535.0,4357.0
1074.286,227.30200000000002,1074.286,1761.0,2588.0,5106.0
806.946,222.546,806.946,932.0,2400.0,3711.0
566.294,208.52599999999998,566.294,0.0,951.0,3482.0
477.566,193.12,477.566,0.0,786.0,2402.0
714.6560000000001,179.362,714.6560000000001,0.0,791.0,3449.0
1072.202,197.27,1072.202,1985.0,3621.0,4816.0
944.908,182.42,944.908,971.0,1334.0,5231.0
1480.826,206.998,1480.826,2603.0,6451.0,7270.0
1295.438,217.446,1295.438,0.0,4368.0,9541.0
1304.198,206.19400000000002,1304.198,4363.0,667.0,6797.0
1335.3139999999999,188.354,1335.3139999999999,3049.0,792.0,8376.0
1026.664,172.44799999999998,1026.664,969.0,736.0,4690.0
967.0319999999999,176.924,967.0319999999999,1018.0,5281.0,3445.0
1059.912,180.338,1059.912,467.0,3214.0,4695.0
1003.41,253.334,1003.41,2329.0,2218.0,5632.0
1057.29,246.71599999999998,1057.29,2922.0,770.0,3973.0
1069.524,219.35,1069.524,2826.0,3563.0,4005.0
1358.2060000000001,214.044,1358.2060000000001,997.0,3047.0,10177.0
1089.08,196.92,1089.08,1825.0,2831.0,5277.0
1180.1580000000001,172.422,1180.1580000000001,923.0,594.0,9386.0
908.324,176.24400000000003,908.324,67.0,2227.0,4631.0
722.352,153.856,722.352,1015.0,647.0,5284.0
1069.5819999999999,209.09799999999998,1069.5819999999999,1029.0,2550.0,6419.0
794.382,206.69400000000002,794.382,0.0,633.0,4427.0
1288.17,258.45,1288.17,3775.0,1968.0,6604.0
917.0239999999999,233.18200000000002,917.0239999999999,862.0,632.0,5585.0
853.674,233.96,853.674,830.0,695.0,4176.0
719.632,176.088,719.632,848.0,694.0,3335.0
757.082,156.514,757.082,909.0,671.0,4628.0
677.8860000000001,187.012,677.8860000000001,1068.0,703.0,3130.0
1110.422,223.118,1110.422,2111.0,2418.0,4765.0
1060.248,236.158,1060.248,428.0,512.0,7756.0
1375.774,218.24599999999998,1375.774,7091.0,2136.0,5563.0
991.018,143.77,991.018,1747.0,1288.0,3847.0
825.284,112.81,825.284,0.0,1607.0,5599.0
472.56,108.234,472.56,0.0,151.0,2333.0
924.5,115.09200000000001,924.5,975.0,3633.0,4346.0
1202.514,120.456,1202.514,1837.0,49.0,7157.0
1621.862,178.73,1621.862,907.0,10265.0,6559.0
321.116,118.57600000000001,321.116,0.0,0.0,1288.0
466.816,129.49200000000002,466.816,0.0,0.0,2528.0
812.332,145.786,812.332,3277.0,0.0,3575.0
1060.338,142.556,1060.338,1583.0,0.0,9812.0
1019.416,144.954,1019.416,482.0,0.0,6869.0
1063.364,125.38799999999999,1063.364,958.0,0.0,9139.0
1144.99,139.226,1144.99,552.0,398.0,7966.0
787.0980000000001,151.254,787.0980000000001,169.0,0.0,6647.0
1089.72,154.434,1089.72,1096.0,0.0,7985.0
1483.58,131.18200000000002,1483.58,437.0,2168.0,9042.0
1125.482,119.096,1125.482,1055.0,1111.0,9660.0
1071.68,109.47399999999999,1071.68,182.0,4515.0,6646.0
1028.01,117.656,1028.01,336.0,2651.0,8287.0
1091.65,115.77,1091.65,1180.0,910.0,10339.0
1241.904,127.77600000000001,1241.904,1123.0,1156.0,8582.0
1153.012,130.94,1153.012,93.0,476.0,11101.0
941.19,132.01,941.19,951.0,685.0,6256.0
1191.86,159.764,1191.86,338.0,508.0,9787.0
958.4960000000001,131.532,958.4960000000001,962.0,0.0,7476.0
1009.892,127.38799999999999,1009.892,244.0,0.0,7769.0
347.96,119.24,347.96,0.0,0.0,1830.0
1422.2939999999999,160.018,1422.2939999999999,1025.0,8912.0,5989.0
1338.842,155.88,1338.842,1032.0,6965.0,7383.0
642.556,157.308,642.556,0.0,38.0,3296.0
1209.808,154.28799999999998,1209.808,3048.0,1836.0,7241.0
1112.312,157.954,1112.312,2502.0,259.0,5342.0
1656.214,262.692,1656.214,1891.0,3782.0,9944.0
1150.88,272.548,1150.88,4149.0,2191.0,5678.0
1314.906,299.388,1314.906,1541.0,3645.0,5658.0
1211.73,299.084,1211.73,2305.0,1229.0,6344.0
997.0039999999999,181.114,997.0039999999999,1038.0,2468.0,5483.0
747.992,175.426,747.992,957.0,562.0,4932.0
1202.458,191.048,1202.458,3822.0,2580.0,4221.0
1279.822,187.25599999999997,1279.822,1200.0,666.0,8738.0
1701.486,289.846,1701.486,2497.0,569.0,9733.0
1662.4679999999998,231.59799999999998,1662.4679999999998,3613.0,1617.0,8806.0
1038.922,188.422,1038.922,621.0,2515.0,5323.0
1584.944,179.62599999999998,1584.944,2928.0,3501.0,9821.0
1236.572,148.864,1236.572,0.0,4144.0,6705.0
901.4739999999999,172.02599999999998,901.4739999999999,0.0,3888.0,3461.0
1336.496,181.738,1336.496,3632.0,551.0,9388.0
1469.7520000000002,186.33,1469.7520000000002,3339.0,1801.0,9164.0
1679.5020000000002,209.15200000000002,1679.5020000000002,2184.0,4438.0,9233.0
1117.376,177.498,1117.376,935.0,595.0,5613.0
983.572,151.764,983.572,943.0,550.0,5792.0
1287.764,171.794,1287.764,0.0,3217.0,7755.0
1146.382,165.958,1146.382,1175.0,2523.0,3853.0
1135.47,183.12599999999998,1135.47,901.0,676.0,5804.0
1095.312,184.46599999999998,1095.312,0.0,1449.0,6464.0
1652.224,192.352,1652.224,3118.0,3064.0,9310.0
1461.1860000000001,202.31400000000002,1461.1860000000001,6651.0,926.0,6279.0
1167.52,147.132,1167.52,1888.0,2029.0,5425.0
1298.684,151.79399999999998,1298.684,0.0,2743.0,7937.0
1255.532,132.908,1255.532,1056.0,489.0,9996.0
1238.78,152.834,1238.78,3130.0,2745.0,6316.0
1176.172,183.43200000000002,1176.172,944.0,1311.0,7688.0
1417.97,242.97400000000002,1417.97,2831.0,1929.0,7382.0
1354.53,197.62400000000002,1354.53,929.0,3935.0,7955.0
1764.342,130.078,1764.342,916.0,2253.0,9820.0
1822.264,168.628,1822.264,1058.0,9415.0,5661.0
1392.6,150.71,1392.6,1066.0,643.0,7324.0
1680.4979999999998,222.718,1680.4979999999998,996.0,3722.0,9952.0
2296.522,182.122,2296.522,4085.0,7457.0,8190.0
1516.29,163.588,1516.29,1405.0,582.0,10225.0
1720.922,146.734,1720.922,1507.0,6622.0,5960.0
2198.864,161.828,2198.864,508.0,8022.0,12815.0
1280.454,157.738,1280.454,979.0,5024.0,3692.0
1518.4579999999999,138.44799999999998,1518.4579999999999,2400.0,444.0,9710.0
1394.092,150.636,1394.092,0.0,351.0,9425.0
1756.24,186.192,1756.24,4840.0,347.0,9666.0
2106.114,153.178,2106.114,2498.0,8255.0,10886.0
1095.242,121.896,1095.242,0.0,420.0,5082.0
1687.858,159.80200000000002,1687.858,2034.0,2147.0,9290.0
1166.972,132.752,1166.972,1863.0,2117.0,3345.0
1732.4460000000001,153.108,1732.4460000000001,2630.0,414.0,7806.0
1914.504,137.984,1914.504,1020.0,5028.0,11659.0
1926.7279999999998,125.204,1926.7279999999998,969.0,3799.0,8463.0
2061.252,150.05,2061.252,2930.0,7494.0,7126.0
1266.33,118.182,1266.33,1061.0,339.0,7654.0
1964.442,185.41400000000002,1964.442,0.0,7871.0,9876.0
1576.93,136.4,1576.93,1065.0,453.0,8968.0
1518.53,122.5,1518.53,1162.0,317.0,9864.0
2085.6479999999997,121.478,2085.6479999999997,1299.0,3124.0,11648.0
1660.246,139.54399999999998,1660.246,2363.0,296.0,13225.0
1941.94,154.028,1941.94,3712.0,4357.0,7313.0
1652.896,116.41,1652.896,0.0,299.0,13027.0
1954.648,127.484,1954.648,1067.0,5186.0,10680.0
1865.636,146.782,1865.636,4459.0,364.0,9115.0
1853.918,132.2,1853.918,1478.0,2433.0,7385.0
1437.568,109.676,1437.568,0.0,348.0,5766.0
1785.6879999999999,109.186,1785.6879999999999,1374.0,4856.0,8949.0
512.158,92.29799999999999,512.158,0.0,283.0,1765.0
545.428,86.99799999999999,545.428,0.0,269.0,2749.0
811.008,89.84,811.008,0.0,1935.0,4256.0
1283.21,107.2,1283.21,0.0,4700.0,8915.0
496.216,85.046,496.216,0.0,293.0,1991.0
1443.602,93.36200000000001,1443.602,1346.0,2115.0,12245.0
492.55,88.124,492.55,0.0,282.0,1936.0
1485.6860000000001,138.80200000000002,1485.6860000000001,0.0,4387.0,7068.0
1500.592,131.35,1500.592,1265.0,397.0,6583.0
2082.3779999999997,200.52599999999998,2082.3779999999997,1105.0,5515.0,10690.0
1844.7579999999998,193.52,1844.7579999999998,5042.0,301.0,6374.0
1501.06,134.69799999999998,1501.06,1715.0,314.0,6500.0
2171.226,113.242,2171.226,0.0,4573.0,15375.0
2611.6,237.65200000000002,2611.6,3697.0,304.0,13767.0
1887.124,185.61,1887.124,3445.0,320.0,6024.0
2156.146,137.468,2156.146,1018.0,4165.0,13281.0
2214.3979999999997,140.952,2214.3979999999997,978.0,4933.0,11076.0
2047.994,141.59,2047.994,1055.0,295.0,16345.0
1491.9879999999998,133.066,1491.9879999999998,1606.0,571.0,7503.0
2309.754,123.978,2309.754,1991.0,4660.0,13564.0
2610.094,168.03,2610.094,2588.0,2199.0,14990.0
2183.8579999999997,161.762,2183.8579999999997,5201.0,2097.0,7066.0
1723.654,112.03,1723.654,1089.0,253.0,10750.0
2095.856,124.83200000000001,2095.856,1015.0,3954.0,11026.0
1751.836,131.48,1751.836,1139.0,549.0,9455.0
1932.378,143.108,1932.378,2867.0,297.0,9001.0
2522.618,138.912,2522.618,2168.0,6181.0,13685.0
1899.0539999999999,150.512,1899.0539999999999,1573.0,4131.0,13451.0
1395.598,122.77600000000001,1395.598,3556.0,279.0,5678.0
1569.7160000000001,117.05,1569.7160000000001,1088.0,288.0,8926.0
2801.012,139.994,2801.012,1063.0,11020.0,15111.0
1644.94,115.442,1644.94,1182.0,769.0,7810.0
1719.23,118.71,1719.23,2031.0,283.0,8818.0
2331.728,147.28,2331.728,0.0,7941.0,13601.0
3134.942,288.892,3134.942,9356.0,353.0,17847.0
2946.188,325.082,2946.188,2090.0,6915.0,10636.0
1762.06,131.914,1762.06,1141.0,299.0,10428.0
2067.636,145.016,2067.636,1012.0,5828.0,8561.0
2153.12,178.398,2153.12,3422.0,295.0,10919.0
2487.9339999999997,161.936,2487.9339999999997,4751.0,318.0,11908.0
1769.016,147.64,1769.016,459.0,3710.0,10263.0
2213.404,154.34,2213.404,1133.0,2354.0,12283.0
2274.584,200.93599999999998,2274.584,4176.0,2428.0,8728.0
1758.754,125.012,1758.754,1102.0,278.0,8281.0
2305.104,133.69799999999998,2305.104,1050.0,3817.0,12740.0
1588.0620000000001,116.88600000000001,1588.0620000000001,1152.0,254.0,7759.0
1847.746,111.49,1847.746,1103.0,1448.0,8911.0
1974.808,179.55,1974.808,980.0,3849.0,12941.0
2736.8759999999997,157.626,2736.8759999999997,1706.0,3687.0,14313.0
2762.218,126.93799999999999,2762.218,3410.0,2281.0,12929.0
1797.066,105.098,1797.066,1636.0,243.0,10567.0
2623.1940000000004,144.08,2623.1940000000004,1123.0,5810.0,11093.0
2196.052,109.336,2196.052,1233.0,2658.0,11679.0
1949.7579999999998,119.434,1949.7579999999998,1859.0,276.0,13592.0
1982.576,106.47,1982.576,1191.0,200.0,12251.0
2611.264,141.314,2611.264,3819.0,4550.0,12673.0
2409.048,176.27200000000002,2409.048,1971.0,3091.0,11962.0
2257.848,149.754,2257.848,2985.0,2316.0,14350.0
2694.968,151.812,2694.968,4588.0,3368.0,9084.0
2580.28,140.314,2580.28,1109.0,2773.0,9480.0
2532.198,190.582,2532.198,4122.0,1490.0,7960.0
3113.052,206.8,3113.052,1980.0,8554.0,15823.0
3298.9559999999997,199.892,3298.9559999999997,4836.0,2434.0,14906.0
2558.916,178.43599999999998,2558.916,3595.0,3597.0,13485.0
2216.542,145.536,2216.542,0.0,3457.0,14071.0
2759.738,142.50799999999998,2759.738,2461.0,2739.0,12355.0
1644.106,111.666,1644.106,0.0,3094.0,8987.0
1510.108,121.182,1510.108,1130.0,846.0,6671.0
2291.8520000000003,136.70600000000002,2291.8520000000003,1241.0,5326.0,11752.0
2183.248,129.464,2183.248,2113.0,286.0,14591.0
1825.184,116.958,1825.184,1966.0,2445.0,7824.0
1695.8139999999999,116.17200000000001,1695.8139999999999,1288.0,282.0,10294.0
2043.55,127.45200000000001,2043.55,2197.0,3511.0,9793.0
1788.44,125.336,1788.44,1162.0,284.0,8963.0
1894.076,120.50399999999999,1894.076,1307.0,285.0,9992.0
1705.818,95.484,1705.818,1261.0,290.0,7997.0
2871.408,162.724,2871.408,5594.0,2621.0,11116.0
2881.656,144.278,2881.656,6505.0,340.0,9362.0
2024.932,120.11,2024.932,5918.0,339.0,9738.0
2686.9120000000003,113.14399999999999,2686.9120000000003,782.0,6883.0,14512.0
2135.8520000000003,128.93,2135.8520000000003,1162.0,3430.0,9391.0
1572.2820000000002,116.71799999999999,1572.2820000000002,1007.0,350.0,8657.0
2186.988,119.29,2186.988,1034.0,846.0,14983.0
1980.306,134.982,1980.306,2521.0,6054.0,8015.0
1740.368,138.614,1740.368,1775.0,380.0,4940.0
1858.9979999999998,122.4,1858.9979999999998,0.0,376.0,10447.0
2325.018,143.46200000000002,2325.018,4670.0,7640.0,7552.0
1882.308,107.984,1882.308,1116.0,387.0,13359.0
1645.0220000000002,104.306,1645.0220000000002,1107.0,320.0,5935.0
2239.856,119.626,2239.856,0.0,2421.0,11409.0
2834.988,168.422,2834.988,4925.0,311.0,15606.0
2381.766,140.75799999999998,2381.766,3725.0,3818.0,7367.0
2308.196,107.836,2308.196,1142.0,280.0,12792.0
2676.0240000000003,117.176,2676.0240000000003,1487.0,6199.0,11077.0
1640.646,116.47,1640.646,0.0,261.0,7261.0
1953.922,137.576,1953.922,1165.0,267.0,9437.0
1534.652,179.25,1534.652,336.0,280.0,7241.0
2936.034,230.968,2936.034,6247.0,2764.0,15188.0
2084.5679999999998,153.708,2084.5679999999998,2319.0,4435.0,8452.0
1628.138,104.03399999999999,1628.138,1161.0,252.0,9531.0
2472.456,152.786,2472.456,1098.0,7803.0,13717.0
1669.54,114.26,1669.54,2114.0,356.0,8428.0
1518.31,108.706,1518.31,0.0,295.0,8089.0
1950.5639999999999,119.094,1950.5639999999999,940.0,1921.0,9563.0
2102.276,144.528,2102.276,2050.0,2838.0,10293.0
2184.714,151.736,2184.714,2562.0,2955.0,10128.0
1692.016,102.24600000000001,1692.016,1018.0,297.0,8930.0
1987.7979999999998,130.946,1987.7979999999998,2009.0,1856.0,12138.0
1900.4979999999998,128.47799999999998,1900.4979999999998,2530.0,3615.0,7568.0
1604.622,113.646,1604.622,1300.0,291.0,9299.0
2005.2079999999999,107.95200000000001,2005.2079999999999,1109.0,1723.0,13417.0
2346.948,138.994,2346.948,1076.0,2360.0,11599.0
1933.368,120.076,1933.368,3182.0,2257.0,6049.0
1514.404,101.97200000000001,1514.404,0.0,251.0,10345.0
2126.916,137.56799999999998,2126.916,1881.0,4711.0,11200.0
2253.79,190.268,2253.79,3655.0,5516.0,7704.0
1633.85,112.274,1633.85,0.0,307.0,8523.0
1732.5639999999999,121.68799999999999,1732.5639999999999,1167.0,1985.0,10101.0
1833.97,132.504,1833.97,1684.0,2250.0,10040.0
1263.008,107.33200000000001,1263.008,754.0,332.0,11447.0
504.48800000000006,91.72,504.48800000000006,0.0,321.0,1856.0
507.12,84.59,507.12,0.0,295.0,2013.0
566.72,86.16799999999999,566.72,0.0,326.0,2969.0
509.184,83.24799999999999,509.184,0.0,281.0,2028.0
1333.348,88.948,1333.348,0.0,3773.0,8062.0
1141.876,105.15799999999999,1141.876,0.0,1287.0,2724.0
1162.226,144.71,1162.226,0.0,5244.0,2565.0
1040.55,114.334,1040.55,0.0,2207.0,1755.0
1668.99,108.958,1668.99,1249.0,2443.0,9415.0
2037.2079999999999,140.898,2037.2079999999999,1145.0,9797.0,5529.0
2503.208,106.184,2503.208,1082.0,372.0,6965.0
1862.9560000000001,129.392,1862.9560000000001,1235.0,3471.0,9033.0
2248.66,237.08,2248.66,6286.0,346.0,8435.0
1560.4579999999999,135.57399999999998,1560.4579999999999,2607.0,333.0,4155.0
1618.6860000000001,127.124,1618.6860000000001,2009.0,368.0,8660.0
